attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
42514,Los Angeles Angels of Anaheim,1,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201605170.shtml,"Tuesday, May 17, 2016",,2:12,"Night Game, on grass",Los Angeles Dodgers,0,13,5,Start Time: 7:10 p.m. Local,Dodger Stadium
25215,Boston Red Sox,2,8,4,https://www.baseball-reference.com/boxes/KCA/KCA201605170.shtml,"Tuesday, May 17, 2016",,2:54,"Night Game, on grass",Kansas City Royals,0,11,8,Start Time: 7:15 p.m. Local,Kauffman Stadium
27652,Minnesota Twins,0,7,2,https://www.baseball-reference.com/boxes/DET/DET201605170.shtml,"Tuesday, May 17, 2016",,2:55,"Night Game, on grass",Detroit Tigers,0,10,7,Start Time: 7:10 p.m. Local,Comerica Park
13095,Cincinnati Reds,0,5,1,https://www.baseball-reference.com/boxes/CLE/CLE201605170.shtml,"Tuesday, May 17, 2016",,3:19,"Night Game, on grass",Cleveland Indians,0,17,13,Start Time: 6:10 p.m. Local,Progressive Field
13481,Houston Astros,0,11,6,https://www.baseball-reference.com/boxes/CHA/CHA201605170.shtml,"Tuesday, May 17, 2016",,3:54,"Night Game, on grass",Chicago White Sox,2,11,5,Start Time: 7:11 p.m. Local,U.S. Cellular Field
14477,Seattle Mariners,1,12,10,https://www.baseball-reference.com/boxes/BAL/BAL201605170.shtml,"Tuesday, May 17, 2016",,2:41,"Night Game, on grass",Baltimore Orioles,1,2,0,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
30913,New York Yankees,2,6,3,https://www.baseball-reference.com/boxes/ARI/ARI201605170.shtml,"Tuesday, May 17, 2016",,2:47,"Night Game, on grass",Arizona Diamondbacks,0,10,5,Start Time: 6:40 p.m. Local,Chase Field
26516,Tampa Bay Rays,0,17,13,https://www.baseball-reference.com/boxes/TOR/TOR201605160.shtml,"Monday, May 16, 2016",,2:54,"Night Game, on turf",Toronto Blue Jays,1,8,2,Start Time: 7:07 p.m. Local,Rogers Centre
16905,Atlanta Braves,0,9,5,https://www.baseball-reference.com/boxes/PIT/PIT201605160.shtml,"Monday, May 16, 2016",,2:55,"Night Game, on grass",Pittsburgh Pirates,1,14,8,Start Time: 7:09 p.m. Local,PNC Park
28348,Miami Marlins,1,10,5,https://www.baseball-reference.com/boxes/PHI/PHI201605160.shtml,"Monday, May 16, 2016",,3:07,"Night Game, on grass",Philadelphia Phillies,1,10,3,Start Time: 7:07 p.m. Local,Citizens Bank Park
10068,Texas Rangers,1,4,1,https://www.baseball-reference.com/boxes/OAK/OAK201605160.shtml,"Monday, May 16, 2016",,2:28,"Night Game, on grass",Oakland Athletics,0,4,3,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
39583,Los Angeles Angels of Anaheim,1,12,7,https://www.baseball-reference.com/boxes/LAN/LAN201605160.shtml,"Monday, May 16, 2016",,4:00,"Night Game, on grass",Los Angeles Dodgers,0,9,6,Start Time: 7:10 p.m. Local,Dodger Stadium
25925,Minnesota Twins,0,11,8,https://www.baseball-reference.com/boxes/DET/DET201605160.shtml,"Monday, May 16, 2016",,2:48,"Night Game, on grass",Detroit Tigers,3,14,10,Start Time: 7:10 p.m. Local,Comerica Park
12184,Cincinnati Reds,2,12,6,https://www.baseball-reference.com/boxes/CLE/CLE201605160.shtml,"Monday, May 16, 2016",,3:13,"Night Game, on grass",Cleveland Indians,1,19,15,Start Time: 6:10 p.m. Local,Progressive Field
32718,New York Yankees,2,8,2,https://www.baseball-reference.com/boxes/ARI/ARI201605160.shtml,"Monday, May 16, 2016",,3:00,"Night Game, on grass",Arizona Diamondbacks,1,15,12,Start Time: 6:50 p.m. Local,Chase Field
36786,Miami Marlins,1,9,5,https://www.baseball-reference.com/boxes/WAS/WAS201605150.shtml,"Sunday, May 15, 2016",,3:03,"Day Game, on grass",Washington Nationals,2,7,1,Start Time: 1:35 p.m. Local,Nationals Park
41327,Toronto Blue Jays,0,12,6,https://www.baseball-reference.com/boxes/TEX/TEX201605150.shtml,"Sunday, May 15, 2016",,3:29,"Day Game, on grass",Texas Rangers,1,9,7,Start Time: 2:08 p.m. Local,Globe Life Park in Arlington
19545,Oakland Athletics,1,12,7,https://www.baseball-reference.com/boxes/TBA/TBA201605150.shtml,"Sunday, May 15, 2016",,3:05,"Day Game, on turf",Tampa Bay Rays,0,6,6,Start Time: 1:10 p.m. Local,Tropicana Field
40852,Los Angeles Angels of Anaheim,0,9,3,https://www.baseball-reference.com/boxes/SEA/SEA201605150.shtml,"Sunday, May 15, 2016",,2:55,"Day Game, on grass",Seattle Mariners,0,2,0,Start Time: 1:10 p.m. Local,Safeco Field
41979,Chicago White Sox,2,12,5,https://www.baseball-reference.com/boxes/NYA/NYA201605150.shtml,"Sunday, May 15, 2016",,3:36,"Day Game, on grass",New York Yankees,0,10,7,Start Time: 1:09 p.m. Local,Yankee Stadium III
26306,San Diego Padres,0,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201605150.shtml,"Sunday, May 15, 2016",,2:46,"Day Game, on grass",Milwaukee Brewers,0,11,3,Start Time: 1:11 p.m. Local,Miller Park
51350,St. Louis Cardinals,0,7,5,https://www.baseball-reference.com/boxes/LAN/LAN201605150.shtml,"Sunday, May 15, 2016",,3:00,"Night Game, on grass",Los Angeles Dodgers,0,6,2,Start Time: 5:09 p.m. Local,Dodger Stadium
33861,Atlanta Braves,0,10,2,https://www.baseball-reference.com/boxes/KCA/KCA201605150.shtml,"Sunday, May 15, 2016",,4:16,"Day Game, on grass",Kansas City Royals,1,12,4,Start Time: 1:18 p.m. Local,Kauffman Stadium
36901,New York Mets,0,8,3,https://www.baseball-reference.com/boxes/COL/COL201605150.shtml,"Sunday, May 15, 2016",,2:32,"Day Game, on grass",Colorado Rockies,0,6,4,Start Time: 2:11 p.m. Local,Coors Field
13236,Minnesota Twins,0,7,5,https://www.baseball-reference.com/boxes/CLE/CLE201605150.shtml,"Sunday, May 15, 2016",,2:39,"Day Game, on grass",Cleveland Indians,1,9,1,Start Time: 1:11 p.m. Local,Progressive Field
40814,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/CHN/CHN201605150.shtml,"Sunday, May 15, 2016",,2:55,"Day Game, on grass",Chicago Cubs,0,4,1,Start Time: 1:20 p.m. Local,Wrigley Field
35736,Houston Astros,2,8,9,https://www.baseball-reference.com/boxes/BOS/BOS201605150.shtml,"Sunday, May 15, 2016",,3:40,"Day Game, on grass",Boston Red Sox,3,14,10,Start Time: 1:34 p.m. Local,Fenway Park
37890,Detroit Tigers,1,13,6,https://www.baseball-reference.com/boxes/BAL/BAL201605150.shtml,"Sunday, May 15, 2016",,3:38,"Day Game, on grass",Baltimore Orioles,0,7,5,Start Time: 1:38 p.m. Local,Oriole Park at Camden Yards
25007,San Francisco Giants,1,4,2,https://www.baseball-reference.com/boxes/ARI/ARI201605150.shtml,"Sunday, May 15, 2016",,3:00,"Day Game, on grass",Arizona Diamondbacks,0,8,1,Start Time: 1:10 p.m. Local,Chase Field
30019,Miami Marlins,0,11,7,https://www.baseball-reference.com/boxes/WAS/WAS201605142.shtml,"Saturday, May 14, 2016",,2:55,"Night Game, on grass",Washington Nationals,0,5,1,Start Time: 7:05 p.m. Local,Nationals Park
28634,Miami Marlins,3,8,4,https://www.baseball-reference.com/boxes/WAS/WAS201605141.shtml,"Saturday, May 14, 2016",,3:22,"Day Game, on grass",Washington Nationals,1,9,6,Start Time: 1:07 p.m. Local,Nationals Park
47115,Toronto Blue Jays,0,10,5,https://www.baseball-reference.com/boxes/TEX/TEX201605140.shtml,"Saturday, May 14, 2016",,3:01,"Night Game, on grass",Texas Rangers,1,9,6,Start Time: 7:09 p.m. Local,Globe Life Park in Arlington
28158,Oakland Athletics,1,2,0,https://www.baseball-reference.com/boxes/TBA/TBA201605140.shtml,"Saturday, May 14, 2016",,2:36,"Night Game, on turf",Tampa Bay Rays,0,8,6,Start Time: 6:10 p.m. Local,Tropicana Field
42038,Los Angeles Angels of Anaheim,0,13,9,https://www.baseball-reference.com/boxes/SEA/SEA201605140.shtml,"Saturday, May 14, 2016",,3:29,"Night Game, on grass",Seattle Mariners,1,11,7,Start Time: 6:10 p.m. Local,Safeco Field
29535,Cincinnati Reds,0,7,3,https://www.baseball-reference.com/boxes/PHI/PHI201605140.shtml,"Saturday, May 14, 2016",,2:45,"Night Game, on grass",Philadelphia Phillies,1,10,4,Start Time: 7:43 p.m. Local,Citizens Bank Park
39691,Chicago White Sox,0,5,1,https://www.baseball-reference.com/boxes/NYA/NYA201605140.shtml,"Saturday, May 14, 2016",,2:24,"Day Game, on grass",New York Yankees,0,5,2,Start Time: 1:08 p.m. Local,Yankee Stadium III
28896,San Diego Padres,4,13,8,https://www.baseball-reference.com/boxes/MIL/MIL201605140.shtml,"Saturday, May 14, 2016",,5:04,"Night Game, on grass",Milwaukee Brewers,0,10,7,Start Time: 6:10 p.m. Local,Miller Park
48459,St. Louis Cardinals,1,5,3,https://www.baseball-reference.com/boxes/LAN/LAN201605140.shtml,"Saturday, May 14, 2016",,2:45,"Night Game, on grass",Los Angeles Dodgers,2,6,5,Start Time: 6:09 p.m. Local,Dodger Stadium
36541,Atlanta Braves,1,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201605140.shtml,"Saturday, May 14, 2016",,2:43,"Night Game, on grass",Kansas City Royals,0,8,0,Start Time: 6:17 p.m. Local,Kauffman Stadium
34362,New York Mets,1,13,4,https://www.baseball-reference.com/boxes/COL/COL201605140.shtml,"Saturday, May 14, 2016",,3:11,"Night Game, on grass",Colorado Rockies,1,12,7,Start Time: 6:11 p.m. Local,Coors Field
15428,Minnesota Twins,0,11,6,https://www.baseball-reference.com/boxes/CLE/CLE201605140.shtml,"Saturday, May 14, 2016",,3:08,"Day Game, on grass",Cleveland Indians,0,7,3,Start Time: 4:11 p.m. Local,Progressive Field
40953,Pittsburgh Pirates,1,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201605140.shtml,"Saturday, May 14, 2016",,2:42,"Day Game, on grass",Chicago Cubs,0,11,8,Start Time: 1:20 p.m. Local,Wrigley Field
37430,Houston Astros,0,11,5,https://www.baseball-reference.com/boxes/BOS/BOS201605140.shtml,"Saturday, May 14, 2016",,4:13,"Day Game, on grass",Boston Red Sox,0,14,6,Start Time: 1:07 p.m. Local,Fenway Park
32174,Detroit Tigers,1,5,3,https://www.baseball-reference.com/boxes/BAL/BAL201605140.shtml,"Saturday, May 14, 2016",,2:44,"Night Game, on grass",Baltimore Orioles,0,11,9,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
32448,San Francisco Giants,1,12,5,https://www.baseball-reference.com/boxes/ARI/ARI201605140.shtml,"Saturday, May 14, 2016",,3:05,"Night Game, on grass",Arizona Diamondbacks,0,8,3,Start Time: 5:10 p.m. Local,Chase Field
28232,Miami Marlins,0,8,3,https://www.baseball-reference.com/boxes/WAS/WAS201605130.shtml,"Friday, May 13, 2016",,3:19,"Night Game, on grass",Washington Nationals,2,9,5,Start Time: 7:08 p.m. Local,Nationals Park
40344,Toronto Blue Jays,0,9,5,https://www.baseball-reference.com/boxes/TEX/TEX201605130.shtml,"Friday, May 13, 2016",,2:38,"Night Game, on grass",Texas Rangers,1,3,0,Start Time: 7:07 p.m. Local,Globe Life Park in Arlington
21753,San Francisco Giants,0,8,3,https://www.baseball-reference.com/boxes/ARI/ARI201605130.shtml,"Friday, May 13, 2016",,3:00,"Night Game, on grass",Arizona Diamondbacks,0,8,1,Start Time: 6:40 p.m. Local,Chase Field
35944,Kansas City Royals,0,9,3,https://www.baseball-reference.com/boxes/NYA/NYA201605120.shtml,"Thursday, May 12, 2016",,2:45,"Night Game, on grass",New York Yankees,0,7,7,Start Time: 7:08 p.m. Local,Yankee Stadium III
17374,San Diego Padres,0,7,3,https://www.baseball-reference.com/boxes/MIL/MIL201605120.shtml,"Thursday, May 12, 2016",,2:51,"Night Game, on grass",Milwaukee Brewers,0,8,0,Start Time: 7:10 p.m. Local,Miller Park
41765,New York Mets,0,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201605120.shtml,"Thursday, May 12, 2016",,2:13,"Night Game, on grass",Los Angeles Dodgers,0,8,5,Start Time: 7:10 p.m. Local,Dodger Stadium
34982,Houston Astros,1,7,1,https://www.baseball-reference.com/boxes/BOS/BOS201605120.shtml,"Thursday, May 12, 2016",,2:56,"Night Game, on grass",Boston Red Sox,1,14,11,Start Time: 7:10 p.m. Local,Fenway Park
14918,Detroit Tigers,0,13,5,https://www.baseball-reference.com/boxes/BAL/BAL201605120.shtml,"Thursday, May 12, 2016",,3:16,"Night Game, on grass",Baltimore Orioles,1,12,7,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
15643,Philadelphia Phillies,0,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201605120.shtml,"Thursday, May 12, 2016",,3:14,"Night Game, on grass",Atlanta Braves,1,8,4,Start Time: 7:20 p.m. Local,Turner Field
19461,San Francisco Giants,0,8,4,https://www.baseball-reference.com/boxes/ARI/ARI201605120.shtml,"Thursday, May 12, 2016",,3:13,"Night Game, on grass",Arizona Diamondbacks,0,10,2,Start Time: 6:40 p.m. Local,Chase Field
35413,St. Louis Cardinals,1,18,12,https://www.baseball-reference.com/boxes/ANA/ANA201605120.shtml,"Thursday, May 12, 2016",,3:56,"Night Game, on grass",Los Angeles Angels of Anaheim,2,15,10,Start Time: 7:08 p.m. Local,Angel Stadium of Anaheim
35695,Detroit Tigers,0,6,2,https://www.baseball-reference.com/boxes/WAS/WAS201605110.shtml,"Wednesday, May 11, 2016",,2:38,"Night Game, on grass",Washington Nationals,0,9,3,Start Time: 7:06 p.m. Local,Nationals Park
29023,Chicago White Sox,0,11,5,https://www.baseball-reference.com/boxes/TEX/TEX201605110.shtml,"Wednesday, May 11, 2016",,3:07,"Day Game, on grass",Texas Rangers,2,10,6,Start Time: 1:07 p.m. Local,Globe Life Park in Arlington
41372,Toronto Blue Jays,2,11,4,https://www.baseball-reference.com/boxes/SFN/SFN201605110.shtml,"Wednesday, May 11, 2016",,4:28,"Day Game, on grass",San Francisco Giants,2,12,5,Start Time: 12:45 p.m. Local,AT&T Park
23000,Tampa Bay Rays,0,10,5,https://www.baseball-reference.com/boxes/SEA/SEA201605110.shtml,"Wednesday, May 11, 2016",,4:01,"Day Game, on grass",Seattle Mariners,0,8,6,Start Time: 12:40 p.m. Local,Safeco Field
31226,Kansas City Royals,0,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605110.shtml,"Wednesday, May 11, 2016",,3:18,"Night Game, on grass",New York Yankees,0,7,3,Start Time: 7:09 p.m. Local,Yankee Stadium III
25094,Baltimore Orioles,0,16,9,https://www.baseball-reference.com/boxes/MIN/MIN201605110.shtml,"Wednesday, May 11, 2016",,2:54,"Day Game, on grass",Minnesota Twins,0,8,2,Start Time: 12:10 p.m. Local,Target Field
19893,Milwaukee Brewers,0,8,2,https://www.baseball-reference.com/boxes/MIA/MIA201605110.shtml,"Wednesday, May 11, 2016",,2:29,"Night Game, on grass",Miami Marlins,0,5,3,Start Time: 7:10 p.m. Local,Marlins Park
40970,New York Mets,1,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201605110.shtml,"Wednesday, May 11, 2016",,3:04,"Night Game, on grass",Los Angeles Dodgers,0,7,3,Start Time: 7:10 p.m. Local,Dodger Stadium
24453,Cleveland Indians,0,14,3,https://www.baseball-reference.com/boxes/HOU/HOU201605110.shtml,"Wednesday, May 11, 2016",,5:09,"Day Game, on grass",Houston Astros,1,10,5,Start Time: 1:10 p.m. Local,Minute Maid Park
34890,Arizona Diamondbacks,1,13,7,https://www.baseball-reference.com/boxes/COL/COL201605110.shtml,"Wednesday, May 11, 2016",,3:19,"Day Game, on grass",Colorado Rockies,0,14,8,Start Time: 1:09 p.m. Local,Coors Field
14694,Pittsburgh Pirates,0,6,5,https://www.baseball-reference.com/boxes/CIN/CIN201605110.shtml,"Wednesday, May 11, 2016",,3:04,"Night Game, on grass",Cincinnati Reds,1,6,4,Start Time: 7:09 p.m. Local,Great American Ball Park
37828,San Diego Padres,1,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201605112.shtml,"Wednesday, May 11, 2016",,2:45,"Night Game, on grass",Chicago Cubs,0,4,0,Start Time: 7:06 p.m. Local,Wrigley Field
34508,San Diego Padres,2,10,7,https://www.baseball-reference.com/boxes/CHN/CHN201605111.shtml,"Wednesday, May 11, 2016",,3:15,"Day Game, on grass",Chicago Cubs,3,9,4,Start Time: 12:06 p.m. Local,Wrigley Field
33283,Oakland Athletics,0,8,3,https://www.baseball-reference.com/boxes/BOS/BOS201605110.shtml,"Wednesday, May 11, 2016",,3:17,"Night Game, on grass",Boston Red Sox,0,17,13,Start Time: 7:10 p.m. Local,Fenway Park
13760,Philadelphia Phillies,2,4,1,https://www.baseball-reference.com/boxes/ATL/ATL201605110.shtml,"Wednesday, May 11, 2016",,2:20,"Night Game, on grass",Atlanta Braves,0,10,5,Start Time: 7:10 p.m. Local,Turner Field
33378,St. Louis Cardinals,1,9,5,https://www.baseball-reference.com/boxes/ANA/ANA201605110.shtml,"Wednesday, May 11, 2016",,3:00,"Night Game, on grass",Los Angeles Angels of Anaheim,1,4,2,Start Time: 7:08 p.m. Local,Angel Stadium of Anaheim
24476,Detroit Tigers,0,9,5,https://www.baseball-reference.com/boxes/WAS/WAS201605100.shtml,"Tuesday, May 10, 2016",,3:16,"Night Game, on grass",Washington Nationals,0,11,4,Start Time: 7:05 p.m. Local,Nationals Park
25804,Chicago White Sox,0,13,11,https://www.baseball-reference.com/boxes/TEX/TEX201605100.shtml,"Tuesday, May 10, 2016",,3:22,"Night Game, on grass",Texas Rangers,1,17,13,Start Time: 7:07 p.m. Local,Globe Life Park in Arlington
41464,Toronto Blue Jays,1,9,4,https://www.baseball-reference.com/boxes/SFN/SFN201605100.shtml,"Tuesday, May 10, 2016",,2:29,"Night Game, on grass",San Francisco Giants,0,6,0,Start Time: 7:15 p.m. Local,AT&T Park
16013,Tampa Bay Rays,1,6,4,https://www.baseball-reference.com/boxes/SEA/SEA201605100.shtml,"Tuesday, May 10, 2016",,2:46,"Night Game, on grass",Seattle Mariners,0,11,6,Start Time: 7:10 p.m. Local,Safeco Field
39128,Kansas City Royals,1,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605100.shtml,"Tuesday, May 10, 2016",,3:07,"Night Game, on grass",New York Yankees,0,13,10,Start Time: 7:08 p.m. Local,Yankee Stadium III
21586,Baltimore Orioles,0,14,5,https://www.baseball-reference.com/boxes/MIN/MIN201605100.shtml,"Tuesday, May 10, 2016",,3:01,"Night Game, on grass",Minnesota Twins,1,6,3,Start Time: 7:11 p.m. Local,Target Field
17225,Milwaukee Brewers,0,12,10,https://www.baseball-reference.com/boxes/MIA/MIA201605100.shtml,"Tuesday, May 10, 2016",,3:17,"Night Game, on grass",Miami Marlins,2,8,2,Start Time: 7:11 p.m. Local,Marlins Park
38858,New York Mets,0,5,2,https://www.baseball-reference.com/boxes/LAN/LAN201605100.shtml,"Tuesday, May 10, 2016",,2:52,"Night Game, on grass",Los Angeles Dodgers,1,10,3,Start Time: 7:10 p.m. Local,Dodger Stadium
23976,Cleveland Indians,0,8,4,https://www.baseball-reference.com/boxes/HOU/HOU201605100.shtml,"Tuesday, May 10, 2016",,2:38,"Night Game, on grass",Houston Astros,0,4,0,Start Time: 7:10 p.m. Local,Minute Maid Park
23363,Arizona Diamondbacks,1,14,5,https://www.baseball-reference.com/boxes/COL/COL201605100.shtml,"Tuesday, May 10, 2016",,3:08,"Night Game, on grass",Colorado Rockies,0,4,1,Start Time: 6:41 p.m. Local,Coors Field
34680,San Diego Padres,0,8,7,https://www.baseball-reference.com/boxes/CHN/CHN201605100.shtml,"Tuesday, May 10, 2016",,3:13,"Night Game, on grass",Chicago Cubs,1,12,8,Start Time: 7:07 p.m. Local,Wrigley Field
32167,Oakland Athletics,2,15,5,https://www.baseball-reference.com/boxes/BOS/BOS201605100.shtml,"Tuesday, May 10, 2016",,3:07,"Night Game, on grass",Boston Red Sox,1,16,13,Start Time: 7:10 p.m. Local,Fenway Park
14490,Philadelphia Phillies,0,9,3,https://www.baseball-reference.com/boxes/ATL/ATL201605100.shtml,"Tuesday, May 10, 2016",,2:33,"Night Game, on grass",Atlanta Braves,1,6,2,Start Time: 7:10 p.m. Local,Turner Field
30679,St. Louis Cardinals,1,14,8,https://www.baseball-reference.com/boxes/ANA/ANA201605100.shtml,"Tuesday, May 10, 2016",,2:57,"Night Game, on grass",Los Angeles Angels of Anaheim,1,7,1,Start Time: 7:09 p.m. Local,Angel Stadium of Anaheim
27153,Detroit Tigers,1,7,4,https://www.baseball-reference.com/boxes/WAS/WAS201605090.shtml,"Monday, May 9, 2016",,2:57,"Night Game, on grass",Washington Nationals,0,7,5,Start Time: 7:09 p.m. Local,Nationals Park
22958,Chicago White Sox,0,15,8,https://www.baseball-reference.com/boxes/TEX/TEX201605090.shtml,"Monday, May 9, 2016",,3:58,"Night Game, on grass",Texas Rangers,2,9,4,Start Time: 7:08 p.m. Local,Globe Life Park in Arlington
41256,Toronto Blue Jays,0,7,3,https://www.baseball-reference.com/boxes/SFN/SFN201605090.shtml,"Monday, May 9, 2016",,2:52,"Night Game, on grass",San Francisco Giants,0,4,1,Start Time: 7:17 p.m. Local,AT&T Park
41243,Kansas City Royals,0,10,3,https://www.baseball-reference.com/boxes/NYA/NYA201605090.shtml,"Monday, May 9, 2016",,2:41,"Night Game, on grass",New York Yankees,1,9,6,Start Time: 7:10 p.m. Local,Yankee Stadium III
16769,Milwaukee Brewers,3,5,1,https://www.baseball-reference.com/boxes/MIA/MIA201605090.shtml,"Monday, May 9, 2016",,3:07,"Night Game, on grass",Miami Marlins,1,12,4,Start Time: 7:11 p.m. Local,Marlins Park
42186,New York Mets,2,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201605090.shtml,"Monday, May 9, 2016",,3:08,"Night Game, on grass",Los Angeles Dodgers,1,6,2,Start Time: 7:10 p.m. Local,Dodger Stadium
20222,Cleveland Indians,1,3,1,https://www.baseball-reference.com/boxes/HOU/HOU201605090.shtml,"Monday, May 9, 2016",,2:49,"Night Game, on grass",Houston Astros,1,8,7,Start Time: 7:10 p.m. Local,Minute Maid Park
22053,Arizona Diamondbacks,1,12,10,https://www.baseball-reference.com/boxes/COL/COL201605090.shtml,"Monday, May 9, 2016",,3:23,"Night Game, on grass",Colorado Rockies,0,13,5,Start Time: 6:41 p.m. Local,Coors Field
12103,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/CIN/CIN201605090.shtml,"Monday, May 9, 2016",,2:37,"Night Game, on grass",Cincinnati Reds,0,9,3,Start Time: 7:10 p.m. Local,Great American Ball Park
35227,Oakland Athletics,0,11,7,https://www.baseball-reference.com/boxes/BOS/BOS201605090.shtml,"Monday, May 9, 2016",,3:46,"Night Game, on grass",Boston Red Sox,1,15,14,Start Time: 7:10 p.m. Local,Fenway Park
46665,Los Angeles Dodgers,1,8,4,https://www.baseball-reference.com/boxes/TOR/TOR201605080.shtml,"Sunday, May 8, 2016",,3:10,"Day Game, on turf",Toronto Blue Jays,1,5,2,Start Time: 1:08 p.m. Local,Rogers Centre
42441,Pittsburgh Pirates,0,14,10,https://www.baseball-reference.com/boxes/SLN/SLN201605080.shtml,"Sunday, May 8, 2016",,3:27,"Day Game, on grass",St. Louis Cardinals,0,10,5,Start Time: 1:15 p.m. Local,Busch Stadium III
41593,Colorado Rockies,0,9,2,https://www.baseball-reference.com/boxes/SFN/SFN201605080.shtml,"Sunday, May 8, 2016",,2:55,"Day Game, on grass",San Francisco Giants,0,6,0,Start Time: 1:06 p.m. Local,AT&T Park
27461,New York Mets,0,11,4,https://www.baseball-reference.com/boxes/SDN/SDN201605080.shtml,"Sunday, May 8, 2016",,3:30,"Day Game, on grass",San Diego Padres,2,8,3,Start Time: 1:40 p.m. Local,Petco Park
41869,Boston Red Sox,0,7,5,https://www.baseball-reference.com/boxes/NYA/NYA201605080.shtml,"Sunday, May 8, 2016",,2:27,"Night Game, on grass",New York Yankees,1,3,1,Start Time: 8:08 p.m. Local,Yankee Stadium III
19625,Philadelphia Phillies,1,10,6,https://www.baseball-reference.com/boxes/MIA/MIA201605080.shtml,"Sunday, May 8, 2016",,3:10,"Day Game, on grass",Miami Marlins,1,10,5,Start Time: 1:11 p.m. Local,Marlins Park
28148,Seattle Mariners,2,5,1,https://www.baseball-reference.com/boxes/HOU/HOU201605080.shtml,"Sunday, May 8, 2016",,2:57,"Day Game, on grass",Houston Astros,0,9,5,Start Time: 1:11 p.m. Local,Minute Maid Park
35406,Texas Rangers,0,12,8,https://www.baseball-reference.com/boxes/DET/DET201605080.shtml,"Sunday, May 8, 2016",,3:25,"Day Game, on grass",Detroit Tigers,1,6,3,Start Time: 1:11 p.m. Local,Comerica Park
14463,Kansas City Royals,2,9,4,https://www.baseball-reference.com/boxes/CLE/CLE201605080.shtml,"Sunday, May 8, 2016",,2:57,"Day Game, on grass",Cleveland Indians,0,8,5,Start Time: 1:10 p.m. Local,Progressive Field
22376,Milwaukee Brewers,0,7,5,https://www.baseball-reference.com/boxes/CIN/CIN201605080.shtml,"Sunday, May 8, 2016",,3:09,"Day Game, on grass",Cincinnati Reds,0,6,4,Start Time: 3:05 p.m. Local,Great American Ball Park
41233,Washington Nationals,1,11,3,https://www.baseball-reference.com/boxes/CHN/CHN201605080.shtml,"Sunday, May 8, 2016",,4:54,"Day Game, on grass",Chicago Cubs,1,14,4,Start Time: 1:21 p.m. Local,Wrigley Field
23801,Minnesota Twins,0,7,1,https://www.baseball-reference.com/boxes/CHA/CHA201605080.shtml,"Sunday, May 8, 2016",,2:30,"Day Game, on grass",Chicago White Sox,0,6,3,Start Time: 1:10 p.m. Local,U.S. Cellular Field
43690,Oakland Athletics,0,7,3,https://www.baseball-reference.com/boxes/BAL/BAL201605080.shtml,"Sunday, May 8, 2016",,2:59,"Day Game, on grass",Baltimore Orioles,1,12,11,Start Time: 1:38 p.m. Local,Oriole Park at Camden Yards
17106,Arizona Diamondbacks,0,9,5,https://www.baseball-reference.com/boxes/ATL/ATL201605080.shtml,"Sunday, May 8, 2016",,3:48,"Day Game, on grass",Atlanta Braves,0,11,3,Start Time: 1:35 p.m. Local,Turner Field
41086,Tampa Bay Rays,0,7,3,https://www.baseball-reference.com/boxes/ANA/ANA201605080.shtml,"Sunday, May 8, 2016",,2:56,"Day Game, on grass",Los Angeles Angels of Anaheim,0,5,1,Start Time: 12:38 p.m. Local,Angel Stadium of Anaheim
47156,Los Angeles Dodgers,0,7,6,https://www.baseball-reference.com/boxes/TOR/TOR201605070.shtml,"Saturday, May 7, 2016",,2:28,"Day Game, on turf",Toronto Blue Jays,2,9,2,Start Time: 1:09 p.m. Local,Rogers Centre
15110,Oakland Athletics,1,15,8,https://www.baseball-reference.com/boxes/BAL/BAL201605071.shtml,"Saturday, May 7, 2016",,3:17,"Day Game, on grass",Baltimore Orioles,0,7,4,Start Time: 1:07 p.m. Local,Oriole Park at Camden Yards
22178,Arizona Diamondbacks,0,10,4,https://www.baseball-reference.com/boxes/ATL/ATL201605070.shtml,"Saturday, May 7, 2016",,3:17,"Night Game, on grass",Atlanta Braves,1,4,2,Start Time: 7:10 p.m. Local,Turner Field
40142,Tampa Bay Rays,1,8,4,https://www.baseball-reference.com/boxes/ANA/ANA201605070.shtml,"Saturday, May 7, 2016",,3:06,"Night Game, on grass",Los Angeles Angels of Anaheim,2,7,2,Start Time: 6:11 p.m. Local,Angel Stadium of Anaheim
