attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
42304,Los Angeles Dodgers,0,10,2,https://www.baseball-reference.com/boxes/TOR/TOR201605060.shtml,"Friday, May 6, 2016",,2:53,"Night Game, on turf",Toronto Blue Jays,0,5,5,Start Time: 7:08 p.m. Local,Rogers Centre
43093,Pittsburgh Pirates,1,8,4,https://www.baseball-reference.com/boxes/SLN/SLN201605060.shtml,"Friday, May 6, 2016",,2:54,"Night Game, on grass",St. Louis Cardinals,0,7,2,Start Time: 7:15 p.m. Local,Busch Stadium III
41358,Colorado Rockies,0,8,4,https://www.baseball-reference.com/boxes/SFN/SFN201605060.shtml,"Friday, May 6, 2016",,2:40,"Night Game, on grass",San Francisco Giants,1,9,6,Start Time: 7:15 p.m. Local,AT&T Park
30108,New York Mets,0,3,0,https://www.baseball-reference.com/boxes/SDN/SDN201605060.shtml,"Friday, May 6, 2016",,3:00,"Night Game, on grass",San Diego Padres,0,8,2,Start Time: 7:41 p.m. Local,Petco Park
45756,Boston Red Sox,0,13,2,https://www.baseball-reference.com/boxes/NYA/NYA201605060.shtml,"Friday, May 6, 2016",,3:10,"Night Game, on grass",New York Yankees,0,6,3,Start Time: 7:07 p.m. Local,Yankee Stadium III
19983,Philadelphia Phillies,1,12,4,https://www.baseball-reference.com/boxes/MIA/MIA201605060.shtml,"Friday, May 6, 2016",,2:49,"Night Game, on grass",Miami Marlins,0,10,6,Start Time: 7:12 p.m. Local,Marlins Park
25413,Seattle Mariners,1,5,3,https://www.baseball-reference.com/boxes/HOU/HOU201605060.shtml,"Friday, May 6, 2016",,2:46,"Night Game, on grass",Houston Astros,0,8,6,Start Time: 7:10 p.m. Local,Minute Maid Park
28522,Texas Rangers,1,10,5,https://www.baseball-reference.com/boxes/DET/DET201605060.shtml,"Friday, May 6, 2016",,2:31,"Night Game, on grass",Detroit Tigers,0,2,1,Start Time: 7:10 p.m. Local,Comerica Park
13587,Kansas City Royals,0,9,1,https://www.baseball-reference.com/boxes/CLE/CLE201605060.shtml,"Friday, May 6, 2016",,2:44,"Night Game, on grass",Cleveland Indians,0,9,7,Start Time: 7:11 p.m. Local,Progressive Field
28249,Milwaukee Brewers,0,8,1,https://www.baseball-reference.com/boxes/CIN/CIN201605060.shtml,"Friday, May 6, 2016",,2:52,"Night Game, on grass",Cincinnati Reds,0,6,5,Start Time: 7:11 p.m. Local,Great American Ball Park
39206,Washington Nationals,0,9,6,https://www.baseball-reference.com/boxes/CHN/CHN201605060.shtml,"Friday, May 6, 2016",,2:46,"Day Game, on grass",Chicago Cubs,0,9,8,Start Time: 1:22 p.m. Local,Wrigley Field
23054,Minnesota Twins,1,7,4,https://www.baseball-reference.com/boxes/CHA/CHA201605060.shtml,"Friday, May 6, 2016",,2:54,"Night Game, on grass",Chicago White Sox,0,14,10,Start Time: 7:13 p.m. Local,U.S. Cellular Field
23514,Arizona Diamondbacks,1,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201605060.shtml,"Friday, May 6, 2016",,3:18,"Night Game, on grass",Atlanta Braves,2,10,2,Start Time: 7:35 p.m. Local,Turner Field
41253,Tampa Bay Rays,1,11,5,https://www.baseball-reference.com/boxes/ANA/ANA201605060.shtml,"Friday, May 6, 2016",,3:06,"Night Game, on grass",Los Angeles Angels of Anaheim,0,8,2,Start Time: 7:16 p.m. Local,Angel Stadium of Anaheim
35468,Texas Rangers,0,9,2,https://www.baseball-reference.com/boxes/TOR/TOR201605050.shtml,"Thursday, May 5, 2016",,2:33,"Night Game, on turf",Toronto Blue Jays,1,15,12,Start Time: 7:07 p.m. Local,Rogers Centre
41818,Philadelphia Phillies,0,5,0,https://www.baseball-reference.com/boxes/SLN/SLN201605050.shtml,"Thursday, May 5, 2016",,2:39,"Day Game, on grass",St. Louis Cardinals,1,7,4,Start Time: 12:46 p.m. Local,Busch Stadium III
41477,Colorado Rockies,0,17,17,https://www.baseball-reference.com/boxes/SFN/SFN201605050.shtml,"Thursday, May 5, 2016",,3:25,"Night Game, on grass",San Francisco Giants,2,16,7,Start Time: 7:15 p.m. Local,AT&T Park
21608,New York Mets,1,4,3,https://www.baseball-reference.com/boxes/SDN/SDN201605050.shtml,"Thursday, May 5, 2016",,2:39,"Night Game, on grass",San Diego Padres,0,11,5,Start Time: 7:10 p.m. Local,Petco Park
16704,Arizona Diamondbacks,0,5,0,https://www.baseball-reference.com/boxes/MIA/MIA201605050.shtml,"Thursday, May 5, 2016",,2:47,"Night Game, on grass",Miami Marlins,0,9,4,Start Time: 7:12 p.m. Local,Marlins Park
20151,Seattle Mariners,0,12,6,https://www.baseball-reference.com/boxes/HOU/HOU201605050.shtml,"Thursday, May 5, 2016",,3:13,"Night Game, on grass",Houston Astros,0,8,3,Start Time: 7:10 p.m. Local,Minute Maid Park
10350,Detroit Tigers,1,5,4,https://www.baseball-reference.com/boxes/CLE/CLE201605050.shtml,"Thursday, May 5, 2016",,2:54,"Night Game, on grass",Cleveland Indians,1,16,9,Start Time: 6:10 p.m. Local,Progressive Field
13088,Milwaukee Brewers,1,10,5,https://www.baseball-reference.com/boxes/CIN/CIN201605050.shtml,"Thursday, May 5, 2016",,2:47,"Night Game, on grass",Cincinnati Reds,0,9,9,Start Time: 7:11 p.m. Local,Great American Ball Park
37564,Washington Nationals,0,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201605050.shtml,"Thursday, May 5, 2016",,3:05,"Night Game, on grass",Chicago Cubs,0,8,5,Start Time: 7:06 p.m. Local,Wrigley Field
20126,Boston Red Sox,0,12,7,https://www.baseball-reference.com/boxes/CHA/CHA201605050.shtml,"Thursday, May 5, 2016",,3:57,"Night Game, on grass",Chicago White Sox,0,8,3,Start Time: 7:10 p.m. Local,U.S. Cellular Field
19598,New York Yankees,0,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201605050.shtml,"Thursday, May 5, 2016",,2:50,"Night Game, on grass",Baltimore Orioles,0,7,1,Start Time: 7:08 p.m. Local,Oriole Park at Camden Yards
25229,Texas Rangers,0,8,3,https://www.baseball-reference.com/boxes/TOR/TOR201605040.shtml,"Wednesday, May 4, 2016",,2:32,"Night Game, on turf",Toronto Blue Jays,0,7,4,Start Time: 7:07 p.m. Local,Rogers Centre
13226,Los Angeles Dodgers,1,8,5,https://www.baseball-reference.com/boxes/TBA/TBA201605040.shtml,"Wednesday, May 4, 2016",,3:21,"Night Game, on turf",Tampa Bay Rays,0,10,8,Start Time: 7:10 p.m. Local,Tropicana Field
40725,Philadelphia Phillies,0,6,4,https://www.baseball-reference.com/boxes/SLN/SLN201605040.shtml,"Wednesday, May 4, 2016",,3:03,"Night Game, on grass",St. Louis Cardinals,0,10,5,Start Time: 7:15 p.m. Local,Busch Stadium III
20034,Colorado Rockies,0,8,2,https://www.baseball-reference.com/boxes/SDN/SDN201605040.shtml,"Wednesday, May 4, 2016",,2:36,"Day Game, on grass",San Diego Padres,1,3,0,Start Time: 12:41 p.m. Local,Petco Park
28782,Chicago Cubs,0,13,6,https://www.baseball-reference.com/boxes/PIT/PIT201605040.shtml,"Wednesday, May 4, 2016",,3:25,"Day Game, on grass",Pittsburgh Pirates,0,11,2,Start Time: 12:39 p.m. Local,PNC Park
16238,Seattle Mariners,2,16,9,https://www.baseball-reference.com/boxes/OAK/OAK201605040.shtml,"Wednesday, May 4, 2016",,3:10,"Day Game, on grass",Oakland Athletics,2,11,8,Start Time: 12:37 p.m. Local,Oakland-Alameda County Coliseum
31783,Atlanta Braves,0,3,0,https://www.baseball-reference.com/boxes/NYN/NYN201605040.shtml,"Wednesday, May 4, 2016",,2:28,"Day Game, on grass",New York Mets,0,8,8,Start Time: 1:10 p.m. Local,Citi Field
21907,Los Angeles Angels of Anaheim,0,12,7,https://www.baseball-reference.com/boxes/MIL/MIL201605040.shtml,"Wednesday, May 4, 2016",,3:28,"Day Game, on grass",Milwaukee Brewers,0,9,3,Start Time: 12:40 p.m. Local,Miller Park
17043,Arizona Diamondbacks,1,9,3,https://www.baseball-reference.com/boxes/MIA/MIA201605040.shtml,"Wednesday, May 4, 2016",,2:48,"Night Game, on grass",Miami Marlins,0,8,4,Start Time: 7:10 p.m. Local,Marlins Park
38610,Washington Nationals,1,16,13,https://www.baseball-reference.com/boxes/KCA/KCA201605040.shtml,"Wednesday, May 4, 2016",,2:53,"Day Game, on grass",Kansas City Royals,3,5,2,Start Time: 1:16 p.m. Local,Kauffman Stadium
20847,Minnesota Twins,1,9,4,https://www.baseball-reference.com/boxes/HOU/HOU201605040.shtml,"Wednesday, May 4, 2016",,3:23,"Night Game, on grass",Houston Astros,0,14,16,Start Time: 7:11 p.m. Local,Minute Maid Park
8766,Detroit Tigers,0,5,0,https://www.baseball-reference.com/boxes/CLE/CLE201605040.shtml,"Wednesday, May 4, 2016",,2:19,"Night Game, on grass",Cleveland Indians,0,5,4,Start Time: 6:10 p.m. Local,Progressive Field
21333,San Francisco Giants,1,9,4,https://www.baseball-reference.com/boxes/CIN/CIN201605040.shtml,"Wednesday, May 4, 2016",,2:42,"Day Game, on grass",Cincinnati Reds,0,10,7,Start Time: 12:36 p.m. Local,Great American Ball Park
14383,Boston Red Sox,0,11,5,https://www.baseball-reference.com/boxes/CHA/CHA201605040.shtml,"Wednesday, May 4, 2016",,2:46,"Night Game, on grass",Chicago White Sox,0,3,2,Start Time: 7:10 p.m. Local,U.S. Cellular Field
15998,New York Yankees,0,10,7,https://www.baseball-reference.com/boxes/BAL/BAL201605040.shtml,"Wednesday, May 4, 2016",,3:16,"Night Game, on grass",Baltimore Orioles,1,7,0,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
24437,Texas Rangers,0,6,1,https://www.baseball-reference.com/boxes/TOR/TOR201605030.shtml,"Tuesday, May 3, 2016",,3:25,"Night Game, on turf",Toronto Blue Jays,1,9,3,Start Time: 7:07 p.m. Local,Rogers Centre
14116,Los Angeles Dodgers,0,13,10,https://www.baseball-reference.com/boxes/TBA/TBA201605030.shtml,"Tuesday, May 3, 2016",,3:11,"Night Game, on turf",Tampa Bay Rays,1,8,5,Start Time: 7:10 p.m. Local,Tropicana Field
20394,Colorado Rockies,0,5,3,https://www.baseball-reference.com/boxes/SDN/SDN201605030.shtml,"Tuesday, May 3, 2016",,2:46,"Night Game, on grass",San Diego Padres,0,9,6,Start Time: 7:11 p.m. Local,Petco Park
22195,Chicago Cubs,1,11,7,https://www.baseball-reference.com/boxes/PIT/PIT201605030.shtml,"Tuesday, May 3, 2016",,2:31,"Night Game, on grass",Pittsburgh Pirates,0,3,1,Start Time: 7:08 p.m. Local,PNC Park
12584,Seattle Mariners,0,13,8,https://www.baseball-reference.com/boxes/OAK/OAK201605030.shtml,"Tuesday, May 3, 2016",,2:38,"Night Game, on grass",Oakland Athletics,0,6,2,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
27356,Atlanta Braves,1,8,3,https://www.baseball-reference.com/boxes/NYN/NYN201605030.shtml,"Tuesday, May 3, 2016",,2:38,"Night Game, on grass",New York Mets,0,1,0,Start Time: 7:11 p.m. Local,Citi Field
28180,Los Angeles Angels of Anaheim,0,9,4,https://www.baseball-reference.com/boxes/MIL/MIL201605030.shtml,"Tuesday, May 3, 2016",,2:41,"Night Game, on grass",Milwaukee Brewers,0,7,5,Start Time: 7:11 p.m. Local,Miller Park
16323,Arizona Diamondbacks,1,9,4,https://www.baseball-reference.com/boxes/MIA/MIA201605030.shtml,"Tuesday, May 3, 2016",,3:11,"Night Game, on grass",Miami Marlins,0,8,7,Start Time: 7:12 p.m. Local,Marlins Park
33729,Washington Nationals,0,12,6,https://www.baseball-reference.com/boxes/KCA/KCA201605030.shtml,"Tuesday, May 3, 2016",,3:05,"Night Game, on grass",Kansas City Royals,0,11,7,Start Time: 7:16 p.m. Local,Kauffman Stadium
21153,Minnesota Twins,0,7,4,https://www.baseball-reference.com/boxes/HOU/HOU201605030.shtml,"Tuesday, May 3, 2016",,3:01,"Night Game, on grass",Houston Astros,1,5,6,Start Time: 7:11 p.m. Local,Minute Maid Park
11022,Detroit Tigers,0,12,3,https://www.baseball-reference.com/boxes/CLE/CLE201605030.shtml,"Tuesday, May 3, 2016",,3:12,"Night Game, on grass",Cleveland Indians,0,10,7,Start Time: 6:10 p.m. Local,Progressive Field
14309,San Francisco Giants,0,10,3,https://www.baseball-reference.com/boxes/CIN/CIN201605030.shtml,"Tuesday, May 3, 2016",,3:05,"Night Game, on grass",Cincinnati Reds,0,3,1,Start Time: 7:11 p.m. Local,Great American Ball Park
15025,Boston Red Sox,0,4,1,https://www.baseball-reference.com/boxes/CHA/CHA201605030.shtml,"Tuesday, May 3, 2016",,2:53,"Night Game, on grass",Chicago White Sox,0,5,4,Start Time: 7:10 p.m. Local,U.S. Cellular Field
16083,New York Yankees,2,7,1,https://www.baseball-reference.com/boxes/BAL/BAL201605030.shtml,"Tuesday, May 3, 2016",,2:43,"Night Game, on grass",Baltimore Orioles,0,5,4,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
25323,Texas Rangers,0,7,2,https://www.baseball-reference.com/boxes/TOR/TOR201605020.shtml,"Monday, May 2, 2016",,2:44,"Night Game, on turf",Toronto Blue Jays,0,7,1,Start Time: 7:07 p.m. Local,Rogers Centre
40438,Philadelphia Phillies,1,8,3,https://www.baseball-reference.com/boxes/SLN/SLN201605020.shtml,"Monday, May 2, 2016",,3:01,"Night Game, on grass",St. Louis Cardinals,0,14,10,Start Time: 7:16 p.m. Local,Busch Stadium III
19013,Colorado Rockies,0,9,1,https://www.baseball-reference.com/boxes/SDN/SDN201605020.shtml,"Monday, May 2, 2016",,3:01,"Night Game, on grass",San Diego Padres,0,6,2,Start Time: 7:11 p.m. Local,Petco Park
18376,Chicago Cubs,0,11,7,https://www.baseball-reference.com/boxes/PIT/PIT201605020.shtml,"Monday, May 2, 2016",,3:18,"Night Game, on grass",Pittsburgh Pirates,2,7,2,Start Time: 7:06 p.m. Local,PNC Park
10535,Seattle Mariners,0,12,4,https://www.baseball-reference.com/boxes/OAK/OAK201605020.shtml,"Monday, May 2, 2016",,2:45,"Night Game, on grass",Oakland Athletics,1,6,3,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
23847,Atlanta Braves,0,9,1,https://www.baseball-reference.com/boxes/NYN/NYN201605020.shtml,"Monday, May 2, 2016",,2:31,"Night Game, on grass",New York Mets,0,8,4,Start Time: 7:11 p.m. Local,Citi Field
21352,Los Angeles Angels of Anaheim,1,11,5,https://www.baseball-reference.com/boxes/MIL/MIL201605020.shtml,"Monday, May 2, 2016",,3:30,"Night Game, on grass",Milwaukee Brewers,0,14,8,Start Time: 6:21 p.m. Local,Miller Park
32394,Washington Nationals,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201605020.shtml,"Monday, May 2, 2016",,3:09,"Night Game, on grass",Kansas City Royals,0,5,0,Start Time: 7:16 p.m. Local,Kauffman Stadium
18243,Minnesota Twins,0,8,6,https://www.baseball-reference.com/boxes/HOU/HOU201605020.shtml,"Monday, May 2, 2016",,3:08,"Night Game, on grass",Houston Astros,0,5,2,Start Time: 7:10 p.m. Local,Minute Maid Park
13829,San Francisco Giants,0,14,9,https://www.baseball-reference.com/boxes/CIN/CIN201605020.shtml,"Monday, May 2, 2016",,3:17,"Night Game, on grass",Cincinnati Reds,0,8,6,Start Time: 7:11 p.m. Local,Great American Ball Park
39401,Los Angeles Angels of Anaheim,1,15,9,https://www.baseball-reference.com/boxes/TEX/TEX201605010.shtml,"Sunday, May 1, 2016",,3:33,"Day Game, on grass",Texas Rangers,0,13,6,Start Time: 2:07 p.m. Local,Globe Life Park in Arlington
28803,Chicago White Sox,0,13,7,https://www.baseball-reference.com/boxes/BAL/BAL201605010.shtml,"Sunday, May 1, 2016",,3:07,"Day Game, on grass",Baltimore Orioles,0,8,1,Start Time: 1:37 p.m. Local,Oriole Park at Camden Yards
25458,Colorado Rockies,1,7,6,https://www.baseball-reference.com/boxes/ARI/ARI201605010.shtml,"Sunday, May 1, 2016",,3:23,"Day Game, on grass",Arizona Diamondbacks,0,11,3,Start Time: 1:11 p.m. Local,Chase Field
41571,Los Angeles Angels of Anaheim,2,9,2,https://www.baseball-reference.com/boxes/TEX/TEX201604300.shtml,"Saturday, April 30, 2016",,2:55,"Night Game, on grass",Texas Rangers,0,12,7,Start Time: 7:08 p.m. Local,Globe Life Park in Arlington
14948,Toronto Blue Jays,1,3,3,https://www.baseball-reference.com/boxes/TBA/TBA201604300.shtml,"Saturday, April 30, 2016",,2:52,"Night Game, on turf",Tampa Bay Rays,1,9,4,Start Time: 6:10 p.m. Local,Tropicana Field
42723,Washington Nationals,1,6,6,https://www.baseball-reference.com/boxes/SLN/SLN201604300.shtml,"Saturday, April 30, 2016",,3:02,"Day Game, on grass",St. Louis Cardinals,3,8,1,Start Time: 1:15 p.m. Local,Busch Stadium III
43444,Kansas City Royals,0,5,0,https://www.baseball-reference.com/boxes/SEA/SEA201604300.shtml,"Saturday, April 30, 2016",,2:28,"Night Game, on grass",Seattle Mariners,0,7,6,Start Time: 7:10 p.m. Local,Safeco Field
34810,Cincinnati Reds,0,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201604300.shtml,"Saturday, April 30, 2016",,3:17,"Night Game, on grass",Pittsburgh Pirates,2,10,5,Start Time: 7:07 p.m. Local,PNC Park
23636,Cleveland Indians,0,9,3,https://www.baseball-reference.com/boxes/PHI/PHI201604300.shtml,"Saturday, April 30, 2016",,3:03,"Night Game, on grass",Philadelphia Phillies,0,7,4,Start Time: 7:07 p.m. Local,Citizens Bank Park
23084,Houston Astros,0,4,0,https://www.baseball-reference.com/boxes/OAK/OAK201604300.shtml,"Saturday, April 30, 2016",,2:27,"Day Game, on grass",Oakland Athletics,0,5,2,Start Time: 1:07 p.m. Local,Oakland-Alameda County Coliseum
44466,San Francisco Giants,0,6,5,https://www.baseball-reference.com/boxes/NYN/NYN201604300.shtml,"Saturday, April 30, 2016",,3:09,"Day Game, on grass",New York Mets,1,8,6,Start Time: 4:05 p.m. Local,Citi Field
31109,Detroit Tigers,1,6,4,https://www.baseball-reference.com/boxes/MIN/MIN201604300.shtml,"Saturday, April 30, 2016",,2:51,"Day Game, on grass",Minnesota Twins,2,7,1,Start Time: 1:11 p.m. Local,Target Field
28193,Miami Marlins,0,14,7,https://www.baseball-reference.com/boxes/MIL/MIL201604300.shtml,"Saturday, April 30, 2016",,3:24,"Night Game, on grass",Milwaukee Brewers,1,7,5,Start Time: 6:11 p.m. Local,Miller Park
45740,San Diego Padres,0,9,5,https://www.baseball-reference.com/boxes/LAN/LAN201604300.shtml,"Saturday, April 30, 2016",,3:06,"Night Game, on grass",Los Angeles Dodgers,0,4,2,Start Time: 6:11 p.m. Local,Dodger Stadium
37901,New York Yankees,0,5,0,https://www.baseball-reference.com/boxes/BOS/BOS201604300.shtml,"Saturday, April 30, 2016",,3:30,"Night Game, on grass",Boston Red Sox,1,14,8,Start Time: 7:10 p.m. Local,Fenway Park
29152,Chicago White Sox,2,10,8,https://www.baseball-reference.com/boxes/BAL/BAL201604300.shtml,"Saturday, April 30, 2016",,3:42,"Night Game, on grass",Baltimore Orioles,2,14,7,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
32987,Colorado Rockies,0,13,5,https://www.baseball-reference.com/boxes/ARI/ARI201604300.shtml,"Saturday, April 30, 2016",,3:16,"Night Game, on grass",Arizona Diamondbacks,1,5,2,Start Time: 5:10 p.m. Local,Chase Field
29589,Los Angeles Angels of Anaheim,0,10,2,https://www.baseball-reference.com/boxes/TEX/TEX201604290.shtml,"Friday, April 29, 2016",,2:35,"Night Game, on grass",Texas Rangers,0,8,4,Start Time: 7:08 p.m. Local,Globe Life Park in Arlington
13679,Toronto Blue Jays,0,7,6,https://www.baseball-reference.com/boxes/TBA/TBA201604290.shtml,"Friday, April 29, 2016",,2:43,"Night Game, on turf",Tampa Bay Rays,0,9,1,Start Time: 7:10 p.m. Local,Tropicana Field
45246,Washington Nationals,1,7,5,https://www.baseball-reference.com/boxes/SLN/SLN201604290.shtml,"Friday, April 29, 2016",,2:46,"Night Game, on grass",St. Louis Cardinals,0,10,4,Start Time: 7:15 p.m. Local,Busch Stadium III
38684,Kansas City Royals,0,6,0,https://www.baseball-reference.com/boxes/SEA/SEA201604290.shtml,"Friday, April 29, 2016",,2:49,"Night Game, on grass",Seattle Mariners,2,1,1,Start Time: 7:10 p.m. Local,Safeco Field
29938,Cincinnati Reds,0,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201604290.shtml,"Friday, April 29, 2016",,2:41,"Night Game, on grass",Pittsburgh Pirates,0,7,4,Start Time: 7:09 p.m. Local,PNC Park
18677,Cleveland Indians,1,6,3,https://www.baseball-reference.com/boxes/PHI/PHI201604290.shtml,"Friday, April 29, 2016",,3:20,"Night Game, on grass",Philadelphia Phillies,0,10,4,Start Time: 7:07 p.m. Local,Citizens Bank Park
20159,Houston Astros,1,7,4,https://www.baseball-reference.com/boxes/OAK/OAK201604290.shtml,"Friday, April 29, 2016",,3:13,"Night Game, on grass",Oakland Athletics,0,11,7,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
39764,San Francisco Giants,0,9,1,https://www.baseball-reference.com/boxes/NYN/NYN201604290.shtml,"Friday, April 29, 2016",,3:17,"Night Game, on grass",New York Mets,1,12,13,Start Time: 7:09 p.m. Local,Citi Field
23049,Detroit Tigers,0,18,9,https://www.baseball-reference.com/boxes/MIN/MIN201604290.shtml,"Friday, April 29, 2016",,3:09,"Night Game, on grass",Minnesota Twins,0,7,2,Start Time: 7:10 p.m. Local,Target Field
23215,Miami Marlins,2,10,6,https://www.baseball-reference.com/boxes/MIL/MIL201604290.shtml,"Friday, April 29, 2016",,3:02,"Night Game, on grass",Milwaukee Brewers,0,4,3,Start Time: 7:11 p.m. Local,Miller Park
49686,San Diego Padres,0,9,5,https://www.baseball-reference.com/boxes/LAN/LAN201604290.shtml,"Friday, April 29, 2016",,3:01,"Night Game, on grass",Los Angeles Dodgers,1,6,1,Start Time: 7:10 p.m. Local,Dodger Stadium
34007,Atlanta Braves,0,7,1,https://www.baseball-reference.com/boxes/CHN/CHN201604290.shtml,"Friday, April 29, 2016",,2:38,"Day Game, on grass",Chicago Cubs,0,7,6,Start Time: 1:21 p.m. Local,Wrigley Field
37115,New York Yankees,1,6,2,https://www.baseball-reference.com/boxes/BOS/BOS201604290.shtml,"Friday, April 29, 2016",,2:50,"Night Game, on grass",Boston Red Sox,0,8,4,Start Time: 7:09 p.m. Local,Fenway Park
